season,week,away_team,away_rating,home_team,home_rating,spread_line,total_line,away_wp_elo,home_wp_elo,away_wp_vegas,away_wp_baseline,home_wp_baseline,away_wp_xgboost_optuna_tuner,home_wp_xgboost_optuna_tuner,updated_at
2024,3,NE,1399.8543631027358,NYJ,1437.7465465738135,6.0,38.5,0.41947478416884565,0.5805252158311544,0,0.364,0.636,0.26807922,0.7319208,2024-09-19 15:18:29
2024,3,NYG,1372.9900891083012,CLE,1496.6810810169413,6.5,38.5,0.36080345040070533,0.6391965495992946,0,0.328,0.6719999999999999,0.4811065,0.5188935,2024-09-19 15:18:29
2024,3,CHI,1441.1624777212025,IND,1418.2472982795832,1.5,43.5,0.46259199061164596,0.5374080093883541,0,0.422,0.5780000000000001,0.35977265,0.6402273,2024-09-19 15:18:29
2024,3,HOU,1518.659718425503,MIN,1557.6274299521444,-2.0,46.0,0.41872114094090324,0.5812788590590968,1,0.618,0.382,0.5136009,0.4863991,2024-09-19 15:18:29
2024,3,PHI,1555.421479007408,NO,1605.8449146963424,2.5,49.5,0.4107180804474454,0.5892819195525547,0,0.356,0.644,0.30108956,0.6989105,2024-09-19 15:18:29
2024,3,LAC,1489.8547315147725,PIT,1585.0509812525918,1.5,36.0,0.37992556286047285,0.6200744371395271,0,0.434,0.5660000000000001,0.5651736,0.43482637,2024-09-19 15:18:29
2024,3,DEN,1412.5038926547215,TB,1580.4877676880308,6.5,41.0,0.3319532942982506,0.6680467057017494,0,0.31,0.69,0.31610945,0.6838906,2024-09-19 15:18:29
2024,3,GB,1572.1536376039217,TEN,1362.9979514523143,2.5,38.0,0.59535099540553,0.40464900459446984,0,0.556,0.44399999999999995,0.44139883,0.55860114,2024-09-19 15:18:29
2024,3,CAR,1234.44213556741,LV,1489.1446528542256,5.0,40.0,0.27909399695813253,0.7209060030418674,0,0.334,0.6659999999999999,0.55356383,0.44643617,2024-09-19 15:18:29
2024,3,MIA,1534.6807926161637,SEA,1535.7288631247222,4.5,41.5,0.44549644722082116,0.5545035527791787,0,0.442,0.558,0.46477664,0.53522336,2024-09-19 15:18:29
2024,3,DET,1587.5192236184505,ARI,1415.649946826863,-3.0,51.5,0.5692549926865712,0.4307450073134288,1,0.488,0.512,0.42787793,0.5721221,2024-09-19 15:18:29
2024,3,BAL,1633.3092496480726,DAL,1598.3043148981856,-1.0,48.0,0.4712529752067353,0.5287470247932647,1,0.528,0.472,0.7019438,0.2980562,2024-09-19 15:18:29
2024,3,SF,1693.4938302978615,LA,1458.4305473824095,-7.0,44.0,0.6131800235629292,0.3868199764370707,1,0.744,0.256,0.7521787,0.24782127,2024-09-19 15:18:29
2024,3,KC,1733.045418142345,ATL,1395.5684173524503,-3.5,46.5,0.6803693140168725,0.3196306859831275,1,0.716,0.28400000000000003,0.6675862,0.3324138,2024-09-19 15:18:29
2024,3,JAX,1447.4308990656857,BUF,1725.3826695571793,5.0,45.5,0.2658313166007634,0.7341686833992366,0,0.3,0.7,0.491664,0.508336,2024-09-19 15:18:29
2024,3,WAS,1332.9448799694806,CIN,1537.6231025629847,7.0,47.0,0.30896154957127103,0.6910384504287289,0,0.402,0.598,0.26053703,0.739463,2024-09-19 15:18:29
