season,week,away_team,away_rating,home_team,home_rating,spread_line,total_line,away_wp_elo,home_wp_elo,away_wp_vegas,away_wp_baseline,home_wp_baseline,away_wp_xgboost_optuna_tuner,home_wp_xgboost_optuna_tuner,updated_at
2024,1,BAL,1681.8227511042057,KC,1706.761562745474,3.0,46.0,0.4285800122861933,0.5714199877138066,0,0.512,0.488,0.39594775,0.60405225,2024-09-19 15:18:29
2024,1,GB,1579.8817232946642,PHI,1544.8873691851124,2.0,49.5,0.5251591957313285,0.4748408042686715,0,0.528,0.472,0.5334438,0.4665562,2024-09-19 15:18:29
2024,1,PIT,1536.7971271976542,ATL,1406.88141865667,4.0,43.0,0.5394329667183811,0.46056703328161896,0,0.414,0.5860000000000001,0.4073723,0.5926277,2024-09-19 15:18:29
2024,1,ARI,1377.2883270662558,BUF,1679.4739220047372,6.5,46.0,0.25244255946912925,0.7475574405308707,0,0.312,0.688,0.34302893,0.6569711,2024-09-19 15:18:29
2024,1,TEN,1413.184182018956,CHI,1439.2771798297968,4.0,43.0,0.4277666472847557,0.5722333527152442,0,0.306,0.694,0.290747,0.709253,2024-09-19 15:18:29
2024,1,NE,1377.8426148987694,CIN,1581.0273992713524,8.0,40.5,0.30988004229128263,0.6901199577087175,0,0.378,0.622,0.21939924,0.7806008,2024-09-19 15:18:29
2024,1,HOU,1484.500774962739,IND,1449.2067359024047,-3.0,49.0,0.47146031978037367,0.5285396802196264,1,0.62,0.38,0.6017012,0.3982988,2024-09-19 15:18:29
2024,1,JAX,1486.0978051900836,MIA,1557.2243931503829,3.5,49.5,0.39637650314587103,0.603623496854129,0,0.34,0.6599999999999999,0.4697,0.5303,2024-09-19 15:18:29
2024,1,CAR,1288.7890468081694,NO,1527.431259556099,3.5,41.5,0.2884888083304998,0.7115111916695003,0,0.472,0.528,0.2799092,0.7200908,2024-09-19 15:18:29
2024,1,MIN,1486.8132520926993,NYG,1430.9332462472353,-1.0,42.5,0.4862455293795236,0.5137544706204764,1,0.412,0.5880000000000001,0.57443684,0.42556316,2024-09-19 15:18:29
2024,1,LV,1493.4957473361976,LAC,1426.9168301000218,3.0,41.0,0.4939408404922378,0.5060591595077623,0,0.43,0.5700000000000001,0.3852104,0.6147896,2024-09-19 15:18:29
2024,1,DEN,1455.1966368708363,SEA,1500.1861408086722,6.5,42.0,0.41450865303443923,0.5854913469655608,0,0.42,0.5800000000000001,0.30029958,0.6997004,2024-09-19 15:18:29
2024,1,DAL,1621.1434721233259,CLE,1503.508850011535,2.5,42.0,0.5306396378775554,0.4693603621224446,0,0.476,0.524,0.46361998,0.53638005,2024-09-19 15:18:29
2024,1,WAS,1335.6912963484676,TB,1534.9636800974397,4.0,42.0,0.31229335385686585,0.6877066461431341,0,0.352,0.648,0.3029954,0.69700456,2024-09-19 15:18:29
2024,1,LA,1525.4248287679932,DET,1594.8294024507677,5.0,54.0,0.397562978462953,0.6024370215370469,0,0.3,0.7,0.35890192,0.6410981,2024-09-19 15:18:29
2024,1,NYJ,1423.6634394292223,SF,1708.840888006877,3.5,43.0,0.2617922517110629,0.7382077482889371,0,0.398,0.602,0.2465566,0.7534434,2024-09-19 15:18:29
